customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,Churn
Cust_7471,Female,0,Yes,No,,No,No phone service,No,No,,0
Cust_7472,Female,1,No,No,52,Yes,No,DSL,Yes,No,1
Cust_7473,Female,,No,Yes,40,,Yes,DSL,Yes,No internet service,0
Cust_7474,Male,1,,,60,Yes,No,No,Yes,Yes,0
Cust_7475,Female,0,,No,69,No,No phone service,,Yes,No internet service,0
Cust_7476,Female,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,1
Cust_7477,Female,1,No,Yes,2,No,Yes,DSL,No,No internet service,1
Cust_7478,Female,0,No,Yes,9,No,Yes,No,Yes,No internet service,1
Cust_7479,Female,0,,,39,No,No,No,Yes,Yes,1
Cust_7480,,0,Yes,No,30,No,No,DSL,No internet service,,0
Cust_7481,Male,1,No,No,54,No,Yes,Fiber optic,No internet service,No internet service,0
Cust_7482,Female,0,Yes,No,58,No,No,DSL,Yes,Yes,0
Cust_7483,Male,0,Yes,Yes,44,,No,No,Yes,No internet service,0
Cust_7484,Male,1,Yes,No,43,No,,DSL,No internet service,Yes,0
Cust_7485,Female,1,Yes,No,,No,Yes,DSL,No internet service,Yes,0
Cust_7486,Male,0,Yes,Yes,48,Yes,Yes,No,Yes,No internet service,1
Cust_7487,Female,1,Yes,No,17,,No phone service,No,No internet service,No,1
Cust_7488,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,0
Cust_7489,Male,0,No,Yes,70,Yes,Yes,DSL,No internet service,Yes,1
Cust_7490,Male,1,Yes,Yes,64,Yes,Yes,DSL,Yes,No,0
Cust_7491,Female,1,No,Yes,66,No,Yes,DSL,No,No,0
Cust_7492,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No internet service,1
Cust_7493,,1,No,Yes,4,Yes,,Fiber optic,No internet service,No,1
Cust_7494,Female,1,,No,28,Yes,Yes,DSL,Yes,Yes,1
Cust_7495,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No,1
Cust_7496,,0,Yes,No,66,No,No phone service,DSL,No internet service,Yes,1
Cust_7497,Female,0,No,No,67,No,No,DSL,No internet service,No internet service,1
Cust_7498,Male,0,,Yes,60,Yes,No phone service,DSL,No,No,1
Cust_7499,Male,0,No,Yes,47,Yes,No phone service,No,No internet service,,1
Cust_7500,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,,1
Cust_7501,Female,1,No,No,,,Yes,Fiber optic,No internet service,No internet service,1
Cust_7502,Female,1,No,,67,No,Yes,DSL,,No,0
Cust_7503,Male,,No,Yes,,No,Yes,DSL,Yes,No,1
Cust_7504,Female,1,No,No,40,No,No,DSL,Yes,No,1
Cust_7505,Male,1,,Yes,50,Yes,No,No,Yes,No,0
Cust_7506,,,No,No,,No,No phone service,DSL,,Yes,1
Cust_7507,Male,1,,No,37,Yes,No,No,Yes,No,1
Cust_7508,,1,Yes,No,69,,No phone service,,No internet service,Yes,0
Cust_7509,Male,0,No,Yes,17,,Yes,,No internet service,No internet service,1
Cust_7510,Female,,No,Yes,62,Yes,No phone service,DSL,Yes,Yes,0
Cust_7511,Male,1,Yes,No,41,No,No phone service,Fiber optic,No,No internet service,0
Cust_7512,Female,0,No,No,42,No,No,DSL,No,No,0
Cust_7513,Female,1,No,No,,Yes,No phone service,,No,,0
Cust_7514,Male,1,No,,,No,Yes,DSL,No internet service,No internet service,1
Cust_7515,Female,1,Yes,Yes,43,No,Yes,DSL,Yes,Yes,1
Cust_7516,Male,0,Yes,Yes,67,Yes,Yes,,,No internet service,1
Cust_7517,Male,0,No,Yes,,No,Yes,No,No internet service,No,1
Cust_7518,Female,1,No,,41,Yes,No,DSL,,No,0
Cust_7519,Male,1,Yes,No,63,,No phone service,No,No,No internet service,0
Cust_7520,Female,0,Yes,No,40,,No phone service,DSL,Yes,,0
Cust_7521,Female,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No,1
Cust_7522,Male,1,Yes,Yes,47,Yes,No phone service,No,No,No,0
Cust_7523,Female,0,Yes,No,22,Yes,,No,No internet service,No,0
Cust_7524,Male,1,Yes,Yes,55,Yes,No,DSL,No,Yes,0
Cust_7525,Male,,Yes,,43,Yes,No phone service,Fiber optic,Yes,,0
Cust_7526,Female,,,,61,Yes,No phone service,DSL,No,No,1
Cust_7527,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,1
Cust_7528,Male,1,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,1
Cust_7529,Male,1,No,,45,Yes,No,No,Yes,No,0
Cust_7530,Female,0,No,No,72,Yes,No phone service,Fiber optic,No,No,0
Cust_7531,Female,1,No,Yes,20,No,No,DSL,No,Yes,1
Cust_7532,Female,0,Yes,Yes,71,Yes,No phone service,No,No,Yes,0
Cust_7533,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,Yes,0
Cust_7534,Male,0,No,No,60,Yes,No phone service,,No internet service,No,1
Cust_7535,Female,0,No,Yes,26,No,Yes,DSL,No,No,1
Cust_7536,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,No,1
Cust_7537,Male,1,Yes,Yes,,No,,DSL,,No,1
Cust_7538,Female,,No,Yes,2,Yes,,No,No,,1
Cust_7539,Male,0,,,26,No,Yes,Fiber optic,No,No internet service,0
Cust_7540,Female,0,Yes,Yes,62,No,,No,No,,1
Cust_7541,Male,0,Yes,Yes,44,No,No phone service,No,No internet service,No,1
Cust_7542,Female,0,,No,31,No,No,DSL,No internet service,No,1
Cust_7543,Male,0,No,,26,No,Yes,,,Yes,1
Cust_7544,Male,0,No,No,5,Yes,No phone service,No,No,No internet service,0
Cust_7545,Female,1,No,Yes,,Yes,Yes,Fiber optic,,No,0
Cust_7546,Female,1,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,1
Cust_7547,Male,1,No,No,16,No,No,Fiber optic,,No,0
Cust_7548,Male,1,Yes,Yes,31,No,No,Fiber optic,,No,0
Cust_7549,Female,0,Yes,No,14,No,Yes,No,No,No,1
Cust_7550,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,No,No internet service,0
Cust_7551,Female,0,No,Yes,71,Yes,No,DSL,No internet service,Yes,1
Cust_7552,Male,,Yes,Yes,18,No,No phone service,DSL,Yes,No internet service,0
Cust_7553,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,,1
Cust_7554,Male,0,No,Yes,20,No,Yes,Fiber optic,No,Yes,0
Cust_7555,Female,0,No,No,56,No,Yes,DSL,No internet service,No,1
Cust_7556,Female,1,No,Yes,2,No,No,Fiber optic,No,No,0
Cust_7557,Male,1,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,0
Cust_7558,,1,Yes,No,,No,No phone service,Fiber optic,,Yes,0
Cust_7559,Male,1,,Yes,32,,No,Fiber optic,No internet service,No internet service,1
Cust_7560,Female,0,Yes,No,13,No,Yes,No,Yes,No,0
Cust_7561,Female,1,Yes,Yes,13,,No phone service,Fiber optic,Yes,No internet service,0
Cust_7562,Female,1,No,Yes,17,,,No,Yes,No,1
Cust_7563,Male,1,No,Yes,58,No,Yes,No,No,No internet service,0
Cust_7564,Female,1,No,Yes,27,No,No phone service,DSL,No,No internet service,0
Cust_7565,Male,1,,Yes,17,No,,DSL,,No internet service,1
Cust_7566,Female,0,No,Yes,38,No,Yes,Fiber optic,No internet service,No internet service,0
Cust_7567,Male,0,No,Yes,14,No,No,DSL,No,Yes,1
Cust_7568,Male,0,No,Yes,14,No,Yes,Fiber optic,,No internet service,1
Cust_7569,Male,0,No,No,12,Yes,No,Fiber optic,No,No,1
Cust_7570,Female,0,Yes,No,69,Yes,,DSL,Yes,Yes,1
Cust_7571,Male,1,Yes,No,68,No,,DSL,No,Yes,1
Cust_7572,Female,0,,Yes,55,No,,Fiber optic,No internet service,Yes,1
Cust_7573,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,0
Cust_7574,Male,1,Yes,No,,Yes,No,Fiber optic,Yes,Yes,1
Cust_7575,Male,0,Yes,Yes,45,Yes,No,No,No,No internet service,1
Cust_7576,Male,0,Yes,No,4,No,Yes,Fiber optic,No,,1
Cust_7577,Female,,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,No internet service,0
Cust_7578,Male,,Yes,No,66,No,No,Fiber optic,No internet service,No,1
Cust_7579,Male,1,Yes,No,23,No,No phone service,DSL,No,No,0
Cust_7580,Female,1,Yes,No,68,Yes,Yes,DSL,No,No internet service,1
Cust_7581,Male,0,,No,20,Yes,No,No,No,No internet service,1
Cust_7582,Male,1,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,1
Cust_7583,Male,0,No,,,No,,Fiber optic,,No internet service,0
Cust_7584,Male,1,Yes,No,6,No,No,Fiber optic,No internet service,No,1
Cust_7585,,,No,Yes,39,Yes,No phone service,Fiber optic,No,Yes,0
Cust_7586,Female,1,Yes,No,34,No,Yes,Fiber optic,No internet service,No internet service,0
Cust_7587,Male,1,No,Yes,,Yes,Yes,Fiber optic,Yes,Yes,0
Cust_7588,Female,1,Yes,No,65,No,No phone service,DSL,No internet service,,0
Cust_7589,Female,1,No,No,29,Yes,No,No,Yes,No internet service,1
Cust_7590,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,0
Cust_7591,Female,1,No,No,63,Yes,Yes,DSL,No,,1
Cust_7592,Male,1,Yes,No,,No,,DSL,No,No,1
Cust_7593,Female,1,,Yes,66,No,No,,Yes,No internet service,0
Cust_7594,Female,1,No,No,45,No,No phone service,Fiber optic,No,No,1
Cust_7595,Female,0,No,No,17,Yes,No,No,No internet service,No,1
Cust_7596,Male,1,No,Yes,43,No,No,DSL,No internet service,No internet service,0
Cust_7597,Female,0,No,No,66,No,Yes,DSL,Yes,No internet service,1
Cust_7598,Male,1,No,,68,,No phone service,DSL,No internet service,,1
Cust_7599,Male,0,No,No,34,Yes,,DSL,Yes,No,0
Cust_7600,Female,0,No,No,1,No,Yes,Fiber optic,Yes,No,0
Cust_7601,Male,,Yes,No,23,No,,DSL,No,No internet service,0
Cust_7602,Female,1,Yes,Yes,6,Yes,No phone service,DSL,Yes,Yes,1
Cust_7603,Male,1,Yes,No,16,No,No,Fiber optic,No internet service,No internet service,0
Cust_7604,Male,1,No,Yes,2,No,No,DSL,No internet service,No,0
Cust_7605,Female,,No,No,27,Yes,No phone service,Fiber optic,No,Yes,0
Cust_7606,,0,Yes,No,19,Yes,No,No,Yes,No internet service,1
Cust_7607,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,0
Cust_7608,Female,1,No,No,35,No,Yes,DSL,No,Yes,1
Cust_7609,Male,1,No,No,68,No,No,,No,No,1
Cust_7610,Male,1,Yes,Yes,49,Yes,Yes,,No,No internet service,0
Cust_7611,Male,,No,No,7,Yes,No,DSL,No,No internet service,1
Cust_7612,Female,1,Yes,No,37,No,,No,Yes,,1
Cust_7613,,1,No,Yes,25,Yes,,DSL,No internet service,No internet service,1
Cust_7614,Female,,Yes,Yes,41,,No phone service,DSL,Yes,No internet service,0
Cust_7615,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No internet service,1
Cust_7616,Female,0,No,No,41,Yes,No,Fiber optic,No,No internet service,1
Cust_7617,Male,1,Yes,,14,No,No phone service,DSL,No internet service,No,0
Cust_7618,,1,No,Yes,54,No,Yes,,Yes,No,1
Cust_7619,Female,1,No,Yes,2,,No phone service,DSL,,No internet service,0
Cust_7620,Male,,No,No,48,,No phone service,No,No internet service,No internet service,1
Cust_7621,Female,0,,,51,No,No,No,Yes,No internet service,0
Cust_7622,Male,0,No,No,55,Yes,Yes,Fiber optic,,No internet service,0
Cust_7623,Male,1,Yes,Yes,12,No,No,No,Yes,No internet service,1
Cust_7624,Female,,No,Yes,69,,,No,No,,0
Cust_7625,Female,0,,Yes,1,No,Yes,Fiber optic,No internet service,Yes,1
Cust_7626,,1,Yes,No,59,No,No phone service,No,Yes,Yes,1
Cust_7627,Male,1,No,No,34,,No phone service,DSL,Yes,Yes,0
Cust_7628,Male,1,Yes,No,46,Yes,Yes,DSL,No internet service,No,1
Cust_7629,Male,0,No,Yes,59,Yes,No phone service,DSL,,,1
Cust_7630,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,1
Cust_7631,Male,1,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No,1
Cust_7632,Female,1,No,No,28,No,Yes,No,No internet service,No,1
Cust_7633,Female,,No,Yes,40,No,No phone service,Fiber optic,No internet service,No internet service,0
Cust_7634,Female,0,No,No,,No,No,DSL,No,No internet service,1
Cust_7635,Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,1
Cust_7636,Male,,Yes,Yes,22,,No phone service,DSL,No internet service,Yes,1
Cust_7637,Male,1,Yes,No,68,Yes,Yes,No,Yes,Yes,0
Cust_7638,Female,1,No,Yes,8,No,No,No,No,No internet service,0
Cust_7639,Female,0,,No,60,No,Yes,,No,No internet service,0
Cust_7640,Male,0,No,No,65,No,No phone service,,Yes,,0
Cust_7641,,0,No,No,36,Yes,No,Fiber optic,No,No internet service,1
Cust_7642,Female,1,No,Yes,71,Yes,Yes,No,No,No internet service,0
Cust_7643,Female,1,Yes,,29,,No phone service,No,No internet service,Yes,0
Cust_7644,Female,1,,Yes,65,No,No phone service,No,No,No,1
Cust_7645,Male,1,Yes,No,56,No,No,Fiber optic,No,No internet service,1
Cust_7646,Male,1,No,No,4,,No phone service,Fiber optic,No,Yes,1
Cust_7647,Male,,No,Yes,72,Yes,No phone service,Fiber optic,No internet service,Yes,0
Cust_7648,Female,0,Yes,No,50,No,No phone service,No,Yes,Yes,1
Cust_7649,Female,1,No,No,39,No,No phone service,DSL,Yes,No,0
Cust_7650,Male,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,No internet service,0
Cust_7651,Male,1,No,Yes,25,No,No phone service,,,No internet service,0
Cust_7652,Female,1,No,No,44,No,,Fiber optic,No,,1
Cust_7653,Male,0,No,Yes,47,Yes,No phone service,,No internet service,No,1
Cust_7654,Female,1,Yes,Yes,40,No,No,,No internet service,Yes,1
Cust_7655,,0,No,No,31,No,No,,No,Yes,1
Cust_7656,Male,0,Yes,Yes,69,No,Yes,No,Yes,No internet service,0
Cust_7657,Female,,No,Yes,43,Yes,No,DSL,No internet service,No,0
Cust_7658,Male,1,No,No,,No,No phone service,Fiber optic,No,Yes,1
Cust_7659,Female,0,,Yes,16,No,No,DSL,No,No,0
Cust_7660,Female,,,Yes,68,Yes,No,DSL,No,No internet service,0
Cust_7661,Male,1,No,No,69,No,No,DSL,No,No,0
Cust_7662,Female,0,Yes,No,42,No,No phone service,DSL,No internet service,No internet service,1
Cust_7663,Male,1,Yes,Yes,41,,Yes,No,No,,0
Cust_7664,,1,Yes,No,50,No,Yes,Fiber optic,No internet service,No,1
Cust_7665,Female,0,No,,6,No,,,,Yes,0
Cust_7666,Male,1,Yes,Yes,53,No,Yes,Fiber optic,No,Yes,0
Cust_7667,,1,Yes,Yes,17,Yes,No,No,No internet service,No,0
Cust_7668,Male,1,No,Yes,57,No,Yes,DSL,No,Yes,0
Cust_7669,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No internet service,1
Cust_7670,Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No internet service,1
Cust_7671,Male,0,No,Yes,52,Yes,Yes,,No internet service,Yes,1
Cust_7672,Female,1,Yes,No,,Yes,No phone service,Fiber optic,No,Yes,0
Cust_7673,Male,0,No,Yes,20,Yes,Yes,DSL,No internet service,Yes,1
Cust_7674,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No,1
Cust_7675,Female,0,Yes,No,51,Yes,,Fiber optic,Yes,No,1
Cust_7676,Male,1,No,,53,No,No,Fiber optic,No internet service,No internet service,1
Cust_7677,Female,1,Yes,Yes,49,No,Yes,,Yes,No,0
Cust_7678,,0,No,No,,Yes,,No,No internet service,Yes,0
Cust_7679,Male,0,Yes,Yes,,,No phone service,Fiber optic,Yes,No,0
Cust_7680,Male,0,,,36,No,No phone service,DSL,No internet service,No,0
Cust_7681,,1,No,No,35,No,No phone service,No,No internet service,No,1
Cust_7682,Female,0,No,Yes,,Yes,,DSL,Yes,Yes,0
Cust_7683,Female,1,Yes,,63,No,No phone service,Fiber optic,,No,0
Cust_7684,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,0
Cust_7685,Male,,Yes,,,Yes,No,Fiber optic,No internet service,No,1
Cust_7686,Female,0,No,Yes,69,No,Yes,DSL,,Yes,0
Cust_7687,Female,0,No,Yes,41,Yes,No phone service,No,No,No,1
Cust_7688,Female,,Yes,Yes,54,Yes,Yes,,No internet service,No internet service,0
Cust_7689,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,No internet service,No internet service,1
Cust_7690,Male,1,Yes,Yes,56,No,No,DSL,Yes,Yes,0
Cust_7691,Female,1,No,No,41,,No phone service,Fiber optic,Yes,Yes,0
Cust_7692,,0,Yes,Yes,14,No,Yes,DSL,Yes,No,0
Cust_7693,Female,0,,Yes,21,Yes,No,Fiber optic,No,Yes,0
Cust_7694,Female,,,Yes,25,No,Yes,No,No internet service,No,1
Cust_7695,Male,1,Yes,No,50,No,No phone service,Fiber optic,No internet service,,1
Cust_7696,Male,1,No,Yes,53,No,No,DSL,No,,1
Cust_7697,Female,0,,Yes,48,Yes,No phone service,Fiber optic,Yes,No,1
Cust_7698,Female,,Yes,No,70,Yes,Yes,DSL,Yes,Yes,1
Cust_7699,Male,0,Yes,No,48,,No,DSL,,No internet service,1
Cust_7700,Male,1,Yes,Yes,4,Yes,,DSL,Yes,Yes,1
Cust_7701,Female,0,Yes,No,24,No,Yes,No,No,No,1
Cust_7702,Female,0,Yes,No,31,No,No phone service,No,Yes,No internet service,0
Cust_7703,,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,0
Cust_7704,Male,,Yes,,5,Yes,Yes,DSL,No,,0
Cust_7705,Male,0,No,Yes,67,Yes,No phone service,,Yes,No,0
Cust_7706,Male,0,Yes,No,53,Yes,No phone service,DSL,No,No,1
Cust_7707,,0,,Yes,64,Yes,No,Fiber optic,Yes,No internet service,0
Cust_7708,Male,,,No,35,Yes,Yes,DSL,No internet service,Yes,0
Cust_7709,Female,1,Yes,Yes,12,No,No,No,Yes,Yes,0
Cust_7710,Male,1,Yes,,47,No,,No,No internet service,Yes,1
Cust_7711,Male,1,Yes,,55,Yes,Yes,DSL,No,No internet service,0
Cust_7712,Male,,No,No,,Yes,No,DSL,Yes,No internet service,1
Cust_7713,Male,0,Yes,Yes,38,No,No,DSL,Yes,,0
Cust_7714,Female,0,No,Yes,29,No,No,DSL,Yes,No internet service,0
Cust_7715,,0,Yes,Yes,12,,No phone service,DSL,No internet service,No,1
Cust_7716,Male,0,No,No,19,Yes,Yes,DSL,Yes,Yes,1
Cust_7717,,1,No,No,9,No,No,Fiber optic,No,No,0
Cust_7718,Female,,No,,29,No,No phone service,Fiber optic,Yes,No internet service,1
Cust_7719,Female,0,Yes,No,3,No,No phone service,No,No,No,1
Cust_7720,Female,1,Yes,Yes,30,,No,DSL,No internet service,No internet service,0
Cust_7721,Female,0,Yes,No,58,No,Yes,Fiber optic,,Yes,1
Cust_7722,Female,0,Yes,Yes,53,Yes,No phone service,DSL,No internet service,Yes,1
Cust_7723,Male,1,,No,4,,No,No,No internet service,,0
Cust_7724,,1,Yes,No,57,Yes,Yes,Fiber optic,No internet service,,0
Cust_7725,Male,1,No,No,54,No,Yes,DSL,No,No,0
Cust_7726,Male,1,,No,28,Yes,No,DSL,No,No internet service,0
Cust_7727,Male,1,No,No,16,No,No phone service,DSL,No,No,1
Cust_7728,Female,1,Yes,Yes,13,Yes,Yes,,Yes,No internet service,0
Cust_7729,,1,Yes,No,72,,Yes,DSL,,No,1
Cust_7730,Male,0,No,No,56,Yes,Yes,DSL,No internet service,Yes,0
Cust_7731,Female,1,Yes,No,53,No,Yes,No,No,No,1
Cust_7732,Female,0,Yes,No,,Yes,No phone service,DSL,No internet service,No,1
Cust_7733,Male,0,Yes,Yes,25,Yes,No phone service,,,Yes,0
Cust_7734,Female,,No,No,66,Yes,No,,No,,1
Cust_7735,Female,0,No,No,30,,No,DSL,No internet service,No,1
Cust_7736,Female,1,Yes,Yes,,No,No phone service,DSL,No,No internet service,1
Cust_7737,Female,0,No,Yes,23,No,No,Fiber optic,Yes,No,1
Cust_7738,Male,0,No,No,29,Yes,,Fiber optic,Yes,No,0
Cust_7739,Female,0,Yes,Yes,41,No,No phone service,DSL,No internet service,,0
Cust_7740,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No,1
Cust_7741,Male,0,No,No,21,No,No phone service,Fiber optic,No internet service,No,0
Cust_7742,Female,0,,,24,No,No phone service,Fiber optic,Yes,No internet service,1
Cust_7743,Female,0,Yes,No,65,Yes,No,DSL,No internet service,No internet service,0
Cust_7744,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No internet service,No internet service,0
Cust_7745,,0,Yes,Yes,54,Yes,No,,Yes,No internet service,1
Cust_7746,Female,1,No,No,72,No,No phone service,No,,No,1
Cust_7747,,0,No,No,34,No,,No,No,Yes,0
Cust_7748,Female,0,Yes,Yes,68,No,,DSL,No,No internet service,0
Cust_7749,,0,Yes,,29,Yes,Yes,No,No,No internet service,1
Cust_7750,Female,1,Yes,Yes,3,No,,DSL,No,No,1
Cust_7751,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,,Yes,1
Cust_7752,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,1
Cust_7753,Female,,Yes,,62,No,No phone service,DSL,No,No internet service,0
Cust_7754,,,Yes,No,33,Yes,No,DSL,Yes,No internet service,1
Cust_7755,Male,1,No,,8,No,No phone service,,Yes,Yes,0
Cust_7756,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,0
Cust_7757,Male,0,No,No,26,No,Yes,Fiber optic,No,No internet service,0
Cust_7758,Male,,No,No,26,,,DSL,No internet service,Yes,1
Cust_7759,,0,No,No,17,Yes,No,Fiber optic,No internet service,No,0
Cust_7760,Female,1,Yes,Yes,29,Yes,No,No,No,Yes,1
Cust_7761,Female,0,No,No,,Yes,No,No,No internet service,Yes,1
Cust_7762,Male,0,Yes,Yes,5,,No,Fiber optic,,Yes,0
Cust_7763,Male,1,No,Yes,50,,Yes,Fiber optic,Yes,,0
Cust_7764,Male,0,No,Yes,56,Yes,Yes,Fiber optic,,No,1
Cust_7765,Male,0,No,No,63,Yes,No,Fiber optic,No,No,1
Cust_7766,Male,0,,Yes,57,Yes,No phone service,Fiber optic,No internet service,Yes,1
Cust_7767,Male,1,Yes,No,45,Yes,No phone service,No,No,Yes,0
Cust_7768,Female,0,,Yes,37,No,Yes,Fiber optic,Yes,Yes,1
Cust_7769,Female,1,Yes,No,72,No,No phone service,DSL,No internet service,No,1
Cust_7770,Male,1,No,No,36,No,Yes,No,Yes,No internet service,0
Cust_7771,Female,1,No,No,33,,Yes,Fiber optic,No internet service,Yes,1
Cust_7772,Female,1,No,No,,No,,DSL,No,No internet service,0
Cust_7773,Male,1,No,No,71,No,,No,Yes,,1
Cust_7774,Male,1,Yes,Yes,45,Yes,No,DSL,Yes,Yes,0
Cust_7775,Female,1,No,No,7,No,,Fiber optic,Yes,No,1
Cust_7776,Male,,Yes,No,65,Yes,No,DSL,No internet service,Yes,0
Cust_7777,Male,0,No,Yes,24,Yes,No,DSL,No internet service,No internet service,0
Cust_7778,Female,1,No,No,45,,No phone service,No,Yes,No internet service,1
Cust_7779,Male,1,No,No,61,Yes,No,,,Yes,0
Cust_7780,Female,1,No,No,19,Yes,No,DSL,No internet service,Yes,1
Cust_7781,Female,1,No,No,32,Yes,,No,No,No internet service,1
Cust_7782,Female,1,Yes,No,30,Yes,Yes,Fiber optic,,No,0
Cust_7783,Female,1,Yes,Yes,65,No,No,DSL,Yes,Yes,1
Cust_7784,Female,0,No,No,32,No,,Fiber optic,No,No,0
Cust_7785,Male,0,,Yes,57,Yes,No phone service,No,No internet service,Yes,1
Cust_7786,Male,1,Yes,No,20,No,,Fiber optic,No,Yes,1
Cust_7787,Male,1,No,Yes,30,No,No phone service,DSL,,Yes,1
Cust_7788,,1,No,Yes,59,No,No phone service,DSL,Yes,No internet service,1
Cust_7789,Female,0,No,Yes,62,Yes,,Fiber optic,,No internet service,1
Cust_7790,Female,1,No,No,67,No,No phone service,Fiber optic,No,Yes,0
Cust_7791,Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,No,0
Cust_7792,Female,0,Yes,Yes,66,Yes,No phone service,No,No internet service,Yes,0
Cust_7793,Male,0,,No,54,Yes,No phone service,DSL,Yes,No,1
Cust_7794,Male,1,Yes,No,10,Yes,Yes,DSL,Yes,Yes,1
Cust_7795,Male,,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,,0
Cust_7796,Female,0,No,No,31,Yes,No phone service,DSL,No internet service,No,0
Cust_7797,Female,0,No,Yes,29,Yes,Yes,,Yes,Yes,0
Cust_7798,Female,0,No,No,25,No,Yes,No,No internet service,Yes,1
Cust_7799,Female,0,Yes,Yes,32,No,No,,No,Yes,1
Cust_7800,Male,1,Yes,No,17,Yes,Yes,,Yes,No internet service,0
Cust_7801,Female,0,No,No,45,No,Yes,No,No,No,1
Cust_7802,Female,1,Yes,Yes,49,,Yes,DSL,No internet service,Yes,1
Cust_7803,,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,No internet service,1
Cust_7804,Male,1,No,No,52,No,No,Fiber optic,Yes,Yes,0
Cust_7805,Male,0,Yes,Yes,20,Yes,No,,Yes,No internet service,1
Cust_7806,Female,1,No,Yes,62,No,No phone service,Fiber optic,No internet service,No internet service,1
Cust_7807,Female,,Yes,,13,Yes,No,Fiber optic,Yes,,1
Cust_7808,Female,1,Yes,Yes,43,Yes,No phone service,No,Yes,Yes,1
Cust_7809,Female,0,No,Yes,21,No,Yes,Fiber optic,Yes,No internet service,0
Cust_7810,Male,1,No,No,6,Yes,No phone service,Fiber optic,Yes,Yes,0
Cust_7811,Female,0,No,Yes,71,No,No phone service,DSL,,No,1
Cust_7812,Female,,,,53,Yes,Yes,No,Yes,,0
Cust_7813,Female,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,0
Cust_7814,Male,,Yes,Yes,69,No,No,DSL,No internet service,No,1
Cust_7815,Male,1,No,No,9,No,No phone service,Fiber optic,Yes,No,1
Cust_7816,Female,1,Yes,Yes,46,,Yes,,No,No internet service,0
Cust_7817,,0,No,No,71,Yes,,No,,No,1
Cust_7818,Female,1,No,No,30,No,No phone service,No,Yes,No internet service,1
Cust_7819,Female,1,Yes,Yes,43,Yes,Yes,No,No,No,0
Cust_7820,Female,1,Yes,Yes,59,No,,No,No internet service,Yes,1
Cust_7821,Male,1,No,,38,No,No phone service,No,Yes,Yes,1
Cust_7822,Male,,,No,34,No,Yes,DSL,No,No,0
Cust_7823,,1,No,No,46,No,No phone service,No,No internet service,Yes,0
Cust_7824,Female,1,Yes,Yes,32,No,No phone service,Fiber optic,No internet service,No,1
Cust_7825,Male,1,Yes,No,16,Yes,No phone service,Fiber optic,No,No,1
Cust_7826,Male,1,No,Yes,,Yes,Yes,Fiber optic,No internet service,,0
Cust_7827,Male,1,No,No,1,No,Yes,Fiber optic,,No,1
Cust_7828,,1,Yes,No,,No,No phone service,No,No,No internet service,0
Cust_7829,Female,1,Yes,Yes,20,No,No,No,No internet service,,0
Cust_7830,Male,1,Yes,Yes,42,,No phone service,DSL,No,Yes,1
Cust_7831,Female,0,Yes,No,72,Yes,No phone service,No,No internet service,,1
Cust_7832,Male,0,No,,34,No,No phone service,Fiber optic,No,No internet service,1
